Semester,Gender,Quiz,Attendance,Presentation,Assignment,Mid,Final,TotalMark,SGPA
3,0,5.0,3.58,4.1,2.56,16.0,19.96,51.2,2.56
2,1,9.0,3.22,3.68,2.3,11.0,16.8,46.0,2.3
1,1,8.0,4.16,4.75,2.97,20.0,19.52,59.4,2.97
6,0,14.0,5.43,6.21,3.88,19.0,29.08,77.6,3.88
11,1,12.0,4.23,4.83,3.02,21.5,14.82,60.4,3.02
5,0,9.0,3.39,3.87,2.42,7.5,22.22,48.4,2.42
6,0,13.0,4.94,5.65,3.53,19.5,23.97999999999999,70.6,3.53
2,1,9.0,4.69,5.36,3.35,16.5,28.09999999999999,67.0,3.35
2,1,8.0,1.69,1.94,1.21,5.5,5.859999999999999,24.2,1.21
7,0,13.0,5.4,6.18,3.86,23.0,25.76000000000001,77.2,3.86
4,0,7.0,4.44,5.07,3.17,17.0,26.72,63.4,3.17
2,1,12.0,4.8,5.49,3.43,18.0,24.88,68.6,3.43
5,0,15.0,4.66,5.33,3.33,25.0,13.27999999999999,66.6,3.33
2,1,12.0,2.94,3.36,2.1,13.0,8.599999999999994,42.0,2.1
2,1,12.0,5.11,5.84,3.65,24.0,22.40000000000001,73.0,3.65
2,0,9.0,2.98,3.41,2.13,18.5,6.580000000000005,42.6,2.13
2,1,12.0,4.82,5.5,3.44,23.0,20.03999999999999,68.8,3.44
11,1,2.0,3.04,3.47,2.17,2.0,30.72,43.4,2.17
2,1,10.0,4.97,5.68,3.55,14.5,32.3,71.0,3.55
10,1,9.0,5.07,5.79,3.62,19.5,29.42,72.4,3.62
5,0,10.0,3.39,3.87,2.42,5.0,23.72,48.4,2.42
6,0,14.0,5.29,6.05,3.78,22.0,24.47999999999999,75.6,3.78
12,1,15.0,3.93,4.5,2.81,18.0,11.96000000000001,56.2,2.81
10,1,13.0,4.66,5.33,3.33,24.0,16.27999999999999,66.6,3.33
7,1,13.0,4.79,5.47,3.42,11.5,30.22000000000001,68.4,3.42
4,0,12.0,4.69,5.36,3.35,19.0,22.59999999999999,67.0,3.35
5,0,10.0,1.85,2.11,1.32,7.0,4.119999999999997,26.4,1.32
11,1,15.0,4.73,5.41,3.38,7.5,31.58,67.6,3.38
12,1,9.0,3.37,3.86,2.41,2.0,27.56,48.2,2.41
2,1,13.0,3.5,4.0,2.5,15.0,12.0,50.0,2.5
4,0,9.0,4.09,4.67,2.92,5.0,32.72,58.4,2.92
2,1,14.0,4.82,5.5,3.44,20.0,21.03999999999999,68.8,3.44
12,1,8.0,4.2,4.8,3.0,11.5,28.5,60.0,3.0
12,1,13.0,3.35,3.82,2.39,13.5,11.73999999999999,47.8,2.39
12,1,9.0,4.79,5.47,3.42,19.5,26.22000000000001,68.4,3.42
2,1,3.0,4.09,4.67,2.92,17.0,26.72,58.4,2.92
7,1,8.0,3.64,4.16,2.6,8.0,25.6,52.0,2.6
5,0,8.0,5.1,5.82,3.64,21.0,29.23999999999999,72.8,3.64
2,0,7.0,3.49,3.98,2.49,8.5,24.34,49.8,2.49
2,1,5.0,3.39,3.87,2.42,8.0,25.72,48.4,2.42
5,0,11.0,3.84,4.38,2.74,16.0,16.84,54.8,2.74
2,1,11.0,4.37,4.99,3.12,9.0,29.91999999999999,62.4,3.12
2,0,12.0,4.58,5.23,3.27,19.0,21.32000000000001,65.4,3.27
7,1,9.0,4.41,5.04,3.15,12.0,29.40000000000001,63.0,3.15
2,1,1.0,3.46,3.95,2.47,11.75,26.77,49.4,2.47
6,0,8.0,4.19,4.78,2.99,9.0,30.84,59.8,2.99
7,1,8.0,3.68,4.21,2.63,15.0,19.08000000000001,52.6,2.63
12,1,10.0,3.65,4.18,2.61,14.0,17.76000000000001,52.2,2.61
6,0,11.0,4.94,5.65,3.53,21.5,23.97999999999999,70.6,3.53
8,1,14.0,4.73,5.41,3.38,19.5,20.58,67.6,3.38
2,1,12.0,4.02,4.59,2.87,13.2,20.72,57.4,2.87
4,0,11.0,4.83,5.52,3.45,19.0,25.2,69.0,3.45
5,0,15.0,4.35,4.98,3.11,11.0,23.76000000000001,62.2,3.11
7,1,10.0,4.56,5.22,3.26,20.0,22.16,65.2,3.26
4,0,5.0,3.51,4.02,2.51,6.5,28.66,50.2,2.51
1,1,14.0,4.75,5.42,3.39,21.0,19.23999999999999,67.8,3.39
2,1,8.0,4.28,4.9,3.06,14.5,26.46000000000001,61.2,3.06
2,1,10.0,4.51,5.15,3.22,19.0,22.52000000000001,64.4,3.22
7,1,13.0,4.76,5.44,3.4,17.0,24.40000000000001,68.0,3.4
4,0,12.0,4.52,5.17,3.23,11.5,28.17999999999999,64.6,3.23
2,1,12.0,4.52,5.17,3.23,11.0,28.67999999999999,64.6,3.23
7,0,10.0,5.19,5.94,3.71,18.5,30.86,74.2,3.71
5,0,5.0,2.8,3.2,2.0,7.5,19.5,40.0,2.0
12,1,14.0,4.69,5.36,3.35,23.0,16.59999999999999,67.0,3.35
2,1,9.0,5.39,6.16,3.85,23.0,29.59999999999999,77.0,3.85
9,1,0.0,1.47,4.5,2.0,18.5,13.0,40.0,2.0
11,1,8.0,3.56,4.06,2.54,9.5,23.14,50.8,2.54
6,0,12.0,4.61,5.26,3.29,17.0,23.64,65.8,3.29
7,1,7.0,3.61,4.13,2.58,8.0,26.28,51.6,2.58
5,0,15.0,5.46,6.24,3.9,24.5,22.9,78.0,3.9
2,0,9.0,4.61,5.26,3.29,16.0,27.64,65.8,3.29
6,0,8.0,2.44,2.78,1.74,12.0,7.839999999999996,34.8,1.74
12,1,6.0,3.26,3.73,2.33,11.0,20.28,46.6,2.33
7,1,15.0,5.6,6.4,4.0,22.25,26.75,80.0,4.0
2,0,11.0,5.07,5.79,3.62,20.5,26.42,72.4,3.62
2,1,8.0,5.08,5.81,3.63,17.0,33.08,72.6,3.63
2,0,11.0,4.05,4.62,2.89,18.5,16.73999999999999,57.8,2.89
11,1,12.0,3.47,3.97,2.48,17.0,10.68,49.6,2.48
7,1,10.0,4.38,5.01,3.13,20.0,20.08000000000001,62.6,3.13
6,0,12.0,4.56,5.22,3.26,19.5,20.66,65.2,3.26
7,1,9.0,4.94,5.65,3.53,17.5,29.97999999999999,70.6,3.53
2,1,6.0,3.77,4.3,2.69,15.0,22.04,53.8,2.69
2,1,8.0,2.49,2.85,1.78,13.0,7.480000000000004,35.6,1.78
7,1,6.0,1.09,1.25,0.78,2.0,4.48,15.6,0.78
3,0,12.0,4.54,5.18,3.24,19.5,20.34,64.8,3.24
2,1,10.0,4.42,5.06,3.16,12.0,28.56,63.2,3.16
4,0,12.0,4.47,5.1,3.19,15.0,24.03999999999999,63.8,3.19
4,0,9.0,3.6,4.11,2.57,16.0,16.12,51.4,2.57
2,1,7.0,4.7,5.38,3.36,18.5,28.26000000000001,67.2,3.36
10,1,5.0,4.34,4.96,3.1,18.0,26.59999999999999,62.0,3.1
2,1,11.0,3.3,3.78,2.36,11.0,15.76,47.2,2.36
2,1,10.0,4.83,5.52,3.45,11.5,33.7,69.0,3.45
2,1,12.0,5.42,6.19,3.87,25.0,24.92,77.4,3.87
5,0,15.0,5.54,6.34,3.96,21.0,27.36,79.2,3.96
5,0,4.0,4.96,5.66,3.54,7.0,45.64,70.8,3.54
5,0,2.0,3.21,3.66,2.29,4.0,30.64,45.8,2.29
2,0,11.0,4.21,4.82,3.01,14.0,23.16,60.2,3.01
2,1,10.0,4.93,5.63,3.52,20.0,26.32000000000001,70.4,3.52
6,0,15.0,4.86,5.55,3.47,23.5,17.02000000000001,69.4,3.47
2,1,8.0,4.24,4.85,3.03,13.5,26.98,60.6,3.03
3,0,8.0,4.07,4.66,2.91,13.5,25.06,58.2,2.91
5,0,11.0,5.04,5.76,3.6,14.0,32.6,72.0,3.6
1,1,8.0,3.96,4.53,2.83,18.0,19.28,56.6,2.83
12,1,10.0,4.34,4.96,3.1,5.5,34.09999999999999,62.0,3.1
7,1,12.0,4.9,5.6,3.5,17.25,26.75,70.0,3.5
2,1,12.0,5.26,6.02,3.76,13.5,34.66,75.2,3.76
4,0,9.0,5.36,6.13,3.83,17.5,34.77999999999999,76.6,3.83
11,1,10.0,3.68,4.21,2.63,6.5,25.58,52.6,2.63
2,1,7.0,2.77,3.17,1.98,17.5,7.18,39.6,1.98
2,1,7.0,5.01,5.73,3.58,14.5,35.77999999999999,71.6,3.58
1,1,11.0,4.89,5.58,3.49,16.0,28.84,69.8,3.49
6,0,8.0,2.34,2.67,1.67,4.5,14.22,33.4,1.67
1,1,12.0,4.97,5.68,3.55,17.5,27.3,71.0,3.55
12,1,11.0,5.15,5.89,3.68,20.0,27.88,73.6,3.68
2,1,15.0,4.79,5.47,3.42,20.5,19.22000000000001,68.4,3.42
4,0,11.0,4.72,5.39,3.37,17.0,25.92,67.4,3.37
5,0,15.0,4.52,5.17,3.23,13.0,23.67999999999999,64.6,3.23
7,1,15.0,4.03,4.61,2.88,5.0,26.08,57.6,2.88
6,0,14.0,5.14,5.87,3.67,18.0,26.72000000000001,73.4,3.67
5,0,11.0,4.24,4.85,3.03,17.0,20.48,60.6,3.03
4,0,7.0,4.09,4.67,2.92,7.0,32.72,58.4,2.92
1,1,13.0,4.84,5.54,3.46,23.0,19.36,69.2,3.46
11,1,9.0,4.23,4.83,3.02,17.0,22.32,60.4,3.02
1,1,10.0,4.7,5.38,3.36,22.0,21.76000000000001,67.2,3.36
5,0,4.0,4.0,4.58,2.86,15.5,26.26000000000001,57.2,2.86
2,1,12.0,5.1,5.82,3.64,16.0,30.23999999999999,72.8,3.64
4,0,15.0,5.42,6.19,3.87,23.0,23.92,77.4,3.87
5,0,10.0,4.58,5.23,3.27,24.5,17.82000000000001,65.4,3.27
2,1,10.0,2.88,3.3,2.06,8.0,14.96,41.2,2.06
6,0,9.0,5.19,5.94,3.71,18.0,32.36,74.2,3.71
8,1,6.0,4.75,5.42,3.39,15.0,33.23999999999999,67.8,3.39
6,0,12.0,4.98,5.7,3.56,17.0,27.96000000000001,71.2,3.56
1,1,10.0,4.41,5.04,3.15,16.5,23.90000000000001,63.0,3.15
12,1,10.0,4.37,4.99,3.12,13.5,26.41999999999999,62.4,3.12
11,1,12.0,3.65,4.18,2.61,13.0,16.76000000000001,52.2,2.61
2,1,9.0,3.71,4.24,2.65,8.5,24.9,53.0,2.65
7,1,13.0,5.6,6.4,4.0,23.0,28.0,80.0,4.0
2,1,10.0,3.96,4.53,2.83,13.5,21.78,56.6,2.83
4,0,9.0,4.34,4.96,3.1,13.5,27.09999999999999,62.0,3.1
2,1,11.0,3.78,4.32,2.7,14.0,18.2,54.0,2.7
6,0,5.0,3.6,4.11,2.57,4.5,31.62,51.4,2.57
6,0,14.0,3.85,4.4,2.75,7.0,23.0,55.0,2.75
11,1,10.0,3.51,4.02,2.51,13.0,17.16,50.2,2.51
7,1,14.0,4.44,5.07,3.17,18.0,18.72,63.4,3.17
12,1,10.0,4.72,5.39,3.37,13.0,30.92,67.4,3.37
11,1,7.0,4.54,5.18,3.24,9.0,35.84,64.8,3.24
2,1,9.0,5.19,5.94,3.71,22.5,27.86,74.2,3.71
2,1,14.0,5.57,6.37,3.98,21.5,28.17999999999999,79.6,3.98
6,0,14.0,5.24,5.98,3.74,24.0,21.84,74.8,3.74
1,1,12.0,3.64,4.16,2.6,15.5,14.09999999999999,52.0,2.6
10,1,10.0,4.05,4.62,2.89,12.0,24.23999999999999,57.8,2.89
12,1,14.0,5.29,6.05,3.78,20.0,26.47999999999999,75.6,3.78
5,0,15.0,5.19,5.94,3.71,21.0,23.36,74.2,3.71
12,1,6.0,3.49,3.98,2.49,7.0,26.84,49.8,2.49
11,1,10.0,2.45,2.8,1.75,3.5,14.5,35.0,1.75
7,0,10.0,4.9,5.6,3.5,18.0,28.0,70.0,3.5
2,1,2.0,3.39,3.87,2.42,0.5,36.22,48.4,2.42
2,1,11.0,3.91,4.46,2.79,12.5,21.14,55.8,2.79
5,0,11.0,3.51,4.02,2.51,9.0,20.16,50.2,2.51
2,1,13.0,3.67,4.19,2.62,10.0,18.91999999999999,52.4,2.62
5,0,11.0,3.88,4.43,2.77,15.75,17.57,55.4,2.77
8,1,11.0,3.93,4.5,2.81,19.5,14.46000000000001,56.2,2.81
1,1,5.0,3.96,4.53,2.83,16.0,24.28,56.6,2.83
5,0,9.0,4.84,5.54,3.46,16.5,29.86,69.2,3.46
12,1,9.0,4.24,4.85,3.03,14.0,25.48,60.6,3.03
11,1,13.0,5.35,6.11,3.82,20.0,28.12,76.4,3.82
1,1,12.0,4.1,4.69,2.93,18.0,16.88,58.6,2.93
8,1,5.0,2.88,3.3,2.06,1.0,26.96,41.2,2.06
12,1,8.0,4.21,4.82,3.01,11.5,28.66,60.2,3.01
4,0,5.0,3.23,3.7,2.31,18.5,13.46,46.2,2.31
2,1,11.0,3.71,4.24,2.65,13.0,18.4,53.0,2.65
2,1,8.0,4.56,5.22,3.26,16.0,28.16,65.2,3.26
1,1,13.0,3.58,4.1,2.56,25.0,2.960000000000008,51.2,2.56
10,1,4.0,3.89,4.45,2.78,3.5,36.98,55.6,2.78
2,1,9.0,3.64,4.16,2.6,18.0,14.59999999999999,52.0,2.6
4,0,11.0,5.43,6.21,3.88,23.0,28.08,77.6,3.88
11,1,11.0,4.68,5.34,3.34,16.0,26.44,66.8,3.34
11,1,12.0,3.75,4.29,2.68,10.0,20.88,53.6,2.68
5,0,6.0,3.84,4.38,2.74,15.0,22.84,54.8,2.74
5,0,8.0,4.21,4.82,3.01,11.0,29.16,60.2,3.01
6,0,11.0,5.08,5.81,3.63,20.5,26.58,72.6,3.63
11,1,1.0,3.65,4.18,2.61,14.0,26.76000000000001,52.2,2.61
2,1,9.0,4.47,5.1,3.19,16.5,25.53999999999999,63.8,3.19
2,1,10.0,5.31,6.06,3.79,24.0,26.64,75.8,3.79
4,0,13.0,5.29,6.05,3.78,18.5,28.97999999999999,75.6,3.78
7,1,15.0,5.52,6.3,3.94,21.5,26.53999999999999,78.8,3.94
5,0,9.0,4.31,4.93,3.08,14.0,26.28,61.6,3.08
3,0,13.0,4.84,5.54,3.46,23.0,19.36,69.2,3.46
2,1,12.0,4.48,5.12,3.2,15.5,23.7,64.0,3.2
5,0,11.0,5.38,6.14,3.84,25.0,25.44,76.8,3.84
3,0,13.0,4.93,5.63,3.52,17.5,25.82000000000001,70.4,3.52
6,0,11.0,5.05,5.78,3.61,17.5,29.26000000000001,72.2,3.61
5,0,14.0,3.63,4.14,2.59,22.0,5.439999999999998,51.8,2.59
7,1,13.0,5.21,5.95,3.72,18.75,27.77000000000001,74.4,3.72
1,1,13.0,4.49,5.14,3.21,17.0,21.36,64.2,3.21
6,0,11.0,3.44,3.94,2.46,8.5,19.86,49.2,2.46
1,1,12.0,4.63,5.3,3.31,17.0,23.96000000000001,66.2,3.31
12,1,10.0,3.95,4.51,2.82,12.0,23.12,56.4,2.82
5,0,3.0,2.58,2.94,1.84,10.0,16.44,36.8,1.84
7,1,12.0,4.02,4.59,2.87,8.5,25.42,57.4,2.87
12,1,13.0,3.79,4.34,2.71,16.0,14.36,54.2,2.71
5,0,11.0,4.59,5.25,3.28,13.0,28.47999999999999,65.6,3.28
12,1,15.0,5.32,6.08,3.8,23.5,22.3,76.0,3.8
4,0,7.0,3.01,3.44,2.15,6.0,21.4,43.0,2.15
2,0,11.0,3.68,4.21,2.63,17.0,14.08000000000001,52.6,2.63
2,1,12.0,4.79,5.47,3.42,21.0,21.72000000000001,68.4,3.42
7,1,10.0,4.38,5.01,3.13,9.5,30.58000000000001,62.6,3.13
1,1,11.0,4.79,5.47,3.42,18.0,25.72000000000001,68.4,3.42
12,1,12.0,5.31,6.06,3.79,21.0,27.64,75.8,3.79
12,1,8.0,4.42,5.06,3.16,8.0,34.56,63.2,3.16
2,1,9.0,4.31,4.93,3.08,17.0,23.28,61.6,3.08
2,1,12.0,3.68,4.21,2.63,13.0,17.08000000000001,52.6,2.63
3,0,6.0,3.07,3.5,2.19,10.0,19.04,43.8,2.19
2,0,14.0,4.48,5.12,3.2,16.0,21.2,64.0,3.2
4,0,11.0,4.68,5.34,3.34,9.0,33.44,66.8,3.34
7,1,3.0,2.3,2.62,1.64,11.5,11.73999999999999,32.8,1.64
5,0,10.0,4.89,5.58,3.49,15.0,30.84,69.8,3.49
10,1,14.0,4.84,5.54,3.46,15.0,26.36,69.2,3.46
5,0,13.0,3.89,4.45,2.78,16.0,15.48,55.6,2.78
8,1,6.0,4.47,5.1,3.19,15.0,30.04,63.8,3.19
2,1,9.0,4.47,5.1,3.19,14.0,28.03999999999999,63.8,3.19
7,1,2.0,3.95,4.51,2.82,5.0,38.12,56.4,2.82
6,0,11.0,3.16,3.62,2.26,9.5,15.66,45.2,2.26
5,0,15.0,4.24,4.85,3.03,15.0,18.48,60.6,3.03
5,0,10.0,3.54,4.05,2.53,22.5,7.979999999999997,50.6,2.53
11,1,14.0,4.66,5.33,3.33,17.5,21.77999999999999,66.6,3.33
5,0,11.0,3.54,4.05,2.53,5.0,24.48,50.6,2.53
7,1,5.0,3.58,4.1,2.56,7.0,28.96,51.2,2.56
6,0,14.0,5.35,6.11,3.82,19.0,28.12,76.4,3.82
4,0,10.0,4.21,4.82,3.01,7.5,30.66,60.2,3.01
12,1,7.0,4.63,5.3,3.31,13.0,32.96000000000001,66.2,3.31
6,0,13.0,5.36,6.13,3.83,19.5,28.77999999999999,76.6,3.83
5,0,13.0,5.19,5.94,3.71,18.5,27.86,74.2,3.71
2,1,12.0,3.93,4.5,2.81,8.0,24.96,56.2,2.81
2,1,7.0,4.76,5.44,3.4,18.0,29.40000000000001,68.0,3.4
1,1,9.0,4.83,5.52,3.45,19.5,26.7,69.0,3.45
1,1,5.0,1.47,1.68,1.05,9.0,2.799999999999997,21.0,1.05
9,1,12.0,0.28,4.5,3.5,28.72,21.0,70.0,3.5
4,0,9.0,4.09,4.67,2.92,13.5,24.22,58.4,2.92
2,1,12.0,3.85,4.4,2.75,14.0,18.0,55.0,2.75
8,1,15.0,0.175,5.0,4.0,29.825,31.0,85.0,4.0
11,1,13.0,4.35,4.98,3.11,20.5,16.26000000000001,62.2,3.11
2,1,9.0,3.44,3.94,2.46,7.5,22.86,49.2,2.46
7,1,14.0,5.33,6.1,3.81,20.0,26.96000000000001,76.2,3.81
7,0,10.0,4.17,4.77,2.98,15.0,22.68,59.6,2.98
2,1,11.0,4.68,5.34,3.34,22.0,20.44,66.8,3.34
11,1,15.0,5.35,6.11,3.82,24.0,22.12,76.4,3.82
5,0,9.0,4.9,5.6,3.5,14.0,33.0,70.0,3.5
6,0,7.0,4.38,5.01,3.13,10.0,33.08,62.6,3.13
2,1,8.0,4.28,4.9,3.06,17.0,23.96000000000001,61.2,3.06
4,0,4.0,2.09,2.38,1.49,9.0,10.84,29.8,1.49
4,0,6.0,4.7,5.38,3.36,13.0,34.76000000000001,67.2,3.36
11,1,9.0,4.06,4.64,2.9,7.0,30.4,58.0,2.9
11,1,9.0,3.63,4.14,2.59,14.0,18.44,51.8,2.59
5,0,6.0,3.86,4.42,2.76,7.0,31.16,55.2,2.76
2,1,12.0,4.72,5.39,3.37,11.0,30.92,67.4,3.37
7,1,12.0,5.1,5.82,3.64,20.5,25.73999999999999,72.8,3.64
2,1,8.0,3.82,4.37,2.73,15.0,20.68,54.6,2.73
12,1,13.0,4.63,5.3,3.31,19.0,20.96000000000001,66.2,3.31
7,1,11.0,4.09,4.67,2.92,14.0,21.72,58.4,2.92
12,1,9.0,3.71,4.24,2.65,16.5,16.9,53.0,2.65
2,0,11.0,5.1,5.82,3.64,14.0,33.23999999999999,72.8,3.64
2,1,8.0,3.98,4.54,2.84,21.5,15.94,56.8,2.84
1,1,10.0,4.06,4.64,2.9,9.5,26.9,58.0,2.9
10,1,10.0,4.16,4.75,2.97,18.0,19.52,59.4,2.97
7,1,8.0,4.06,4.64,2.9,7.0,31.4,58.0,2.9
7,1,10.0,4.84,5.54,3.46,15.0,30.36,69.2,3.46
7,1,12.0,4.17,4.77,2.98,13.0,22.68,59.6,2.98
3,0,10.0,2.8,3.2,2.0,4.0,18.0,40.0,2.0
5,0,11.0,4.12,4.7,2.94,9.0,27.04,58.8,2.94
8,1,9.0,0.28,4.5,4.0,24.72,10.5,53.0,2.5
6,0,5.0,2.45,2.8,1.75,4.0,19.0,35.0,1.75
7,1,11.0,3.51,4.02,2.51,9.0,20.16,50.2,2.51
2,1,11.0,3.96,4.53,2.83,24.0,10.28,56.6,2.83
7,0,9.0,4.1,4.69,2.93,13.0,24.88,58.6,2.93
4,0,11.0,4.79,5.47,3.42,19.0,24.72000000000001,68.4,3.42
12,1,15.0,5.4,6.18,3.86,19.0,27.76000000000001,77.2,3.86
5,0,14.0,5.15,5.89,3.68,22.0,22.88,73.6,3.68
5,0,13.0,5.18,5.92,3.7,18.0,28.2,74.0,3.7
5,0,12.0,3.35,3.82,2.39,10.0,16.24,47.8,2.39
2,1,7.0,3.93,4.5,2.81,13.5,24.46,56.2,2.81
4,0,7.0,4.51,5.15,3.22,15.0,29.52000000000001,64.4,3.22
2,1,11.0,4.41,5.04,3.15,14.5,24.90000000000001,63.0,3.15
3,0,10.0,4.1,4.69,2.93,6.5,30.38,58.6,2.93
11,1,5.0,3.61,4.13,2.58,7.5,28.78,51.6,2.58
12,1,15.0,4.87,5.57,3.48,24.5,16.17999999999999,69.6,3.48
7,1,10.0,4.28,4.9,3.06,15.5,23.46000000000001,61.2,3.06
7,0,10.0,3.23,3.7,2.31,7.0,19.96,46.2,2.31
4,0,8.0,4.52,5.17,3.23,8.0,35.67999999999999,64.6,3.23
3,0,9.0,3.86,4.42,2.76,8.5,26.66,55.2,2.76
2,1,11.0,4.62,5.28,3.3,17.5,24.3,66.0,3.3
10,1,3.0,3.37,3.86,2.41,11.5,24.06,48.2,2.41
1,1,9.0,4.76,5.44,3.4,17.5,27.90000000000001,68.0,3.4
6,0,5.0,4.42,5.06,3.16,12.5,33.06,63.2,3.16
1,1,12.0,4.7,5.38,3.36,17.0,24.76000000000001,67.2,3.36
7,1,6.0,3.98,4.54,2.84,6.0,33.44,56.8,2.84
4,0,11.0,3.99,4.56,2.85,14.0,20.59999999999999,57.0,2.85
2,1,11.0,4.17,4.77,2.98,15.0,21.68,59.6,2.98
1,1,13.0,5.33,6.1,3.81,24.0,23.96000000000001,76.2,3.81
12,1,10.0,3.49,3.98,2.49,15.0,14.84,49.8,2.49
2,1,11.0,5.32,6.08,3.8,23.5,26.3,76.0,3.8
6,0,1.0,3.82,4.37,2.73,9.0,33.68,54.6,2.73
10,1,1.0,1.69,1.94,1.21,7.0,11.36,24.2,1.21
3,0,10.0,4.44,5.07,3.17,21.0,19.72,63.4,3.17
9,1,9.0,0.28,3.0,4.0,27.72,14.0,58.0,2.75
1,1,10.0,4.77,5.46,3.41,21.0,23.56,68.2,3.41
7,1,13.0,5.21,5.95,3.72,21.75,24.77000000000001,74.4,3.72
6,0,11.0,4.05,4.62,2.89,12.5,22.73999999999999,57.8,2.89
2,1,6.0,4.09,4.67,2.92,4.5,36.22,58.4,2.92
10,1,9.0,4.45,5.09,3.18,13.5,28.38,63.6,3.18
2,1,12.0,5.29,6.05,3.78,18.3,30.17999999999999,75.6,3.78
4,0,6.0,4.21,4.82,3.01,15.5,26.66,60.2,3.01
12,1,9.0,4.13,4.72,2.95,15.0,23.2,59.0,2.95
5,0,8.0,3.88,4.43,2.77,13.0,23.32,55.4,2.77
11,1,13.0,3.57,4.08,2.55,12.0,15.8,51.0,2.55
2,1,14.0,4.73,5.41,3.38,13.0,27.08,67.6,3.38
11,1,11.0,5.21,5.95,3.72,18.0,30.52000000000001,74.4,3.72
1,1,11.0,5.08,5.81,3.63,21.5,25.58,72.6,3.63
5,0,12.0,4.7,5.38,3.36,20.0,21.76000000000001,67.2,3.36
11,1,10.0,4.31,4.93,3.08,16.0,23.28,61.6,3.08
5,0,7.0,4.63,5.3,3.31,16.0,29.96000000000001,66.2,3.31
2,1,12.0,5.47,6.26,3.91,22.5,28.06,78.2,3.91
1,1,12.0,3.04,3.47,2.17,18.0,4.719999999999999,43.4,2.17
2,1,14.0,4.62,5.28,3.3,14.0,24.8,66.0,3.3
5,0,10.0,3.63,4.14,2.59,13.0,18.44,51.8,2.59
11,1,10.0,3.79,4.34,2.71,6.0,27.36,54.2,2.71
4,0,14.0,3.56,4.06,2.54,2.5,24.14,50.8,2.54
5,0,12.0,4.68,5.34,3.34,14.0,27.44,66.8,3.34
5,0,5.0,3.93,4.5,2.81,11.5,28.46,56.2,2.81
5,0,14.0,5.42,6.19,3.87,18.5,29.42,77.4,3.87
8,1,15.0,3.5,4.0,2.5,9.5,15.5,50.0,2.5
2,1,14.0,4.0,4.58,2.86,21.0,10.76000000000001,57.2,2.86
7,0,12.0,4.24,4.85,3.03,8.0,28.48,60.6,3.03
6,0,15.0,4.3,4.91,3.07,12.5,21.62,61.4,3.07
8,1,9.0,5.17,5.9,3.69,12.0,38.03999999999999,73.8,3.69
5,0,12.0,5.29,6.05,3.78,19.0,29.47999999999999,75.6,3.78
6,0,4.0,4.28,4.9,3.06,10.0,34.96,61.2,3.06
1,1,12.0,5.25,6.0,3.75,23.0,25.0,75.0,3.75
8,1,10.0,4.98,5.7,3.56,18.0,28.96000000000001,71.2,3.56
6,0,10.0,4.61,5.26,3.29,11.0,31.64,65.8,3.29
2,1,9.0,3.81,4.35,2.72,11.0,23.52,54.4,2.72
3,0,9.0,4.79,5.47,3.42,19.5,26.22000000000001,68.4,3.42
1,1,10.0,3.67,4.19,2.62,16.5,15.41999999999999,52.4,2.62
2,1,6.0,4.65,5.31,3.32,23.0,24.12,66.4,3.32
11,1,9.0,4.0,4.58,2.86,13.5,23.26000000000001,57.2,2.86
6,0,13.0,5.54,6.34,3.96,17.0,33.36,79.2,3.96
5,0,7.0,3.39,3.87,2.42,11.0,20.72,48.4,2.42
5,0,8.0,4.49,5.14,3.21,14.5,28.86,64.2,3.21
2,1,8.0,3.86,4.42,2.76,14.0,22.16,55.2,2.76
7,1,11.0,4.48,5.12,3.2,13.5,26.7,64.0,3.2
11,1,9.0,3.85,4.4,2.75,15.0,20.0,55.0,2.75
5,0,4.0,3.11,3.55,2.22,5.0,26.52,44.4,2.22
10,1,9.0,5.05,5.78,3.61,18.0,30.76000000000001,72.2,3.61
11,1,5.0,4.48,5.12,3.2,13.5,32.7,64.0,3.2
5,0,4.0,4.55,5.2,3.25,16.0,32.0,65.0,3.25
8,1,12.0,5.33,6.1,3.81,20.0,28.96000000000001,76.2,3.81
3,0,7.0,4.24,4.85,3.03,11.0,30.48,60.6,3.03
2,1,11.0,4.9,5.6,3.5,18.0,27.0,70.0,3.5
7,1,7.0,3.11,3.55,2.22,13.0,15.52,44.4,2.22
7,1,12.0,4.38,5.01,3.13,19.0,19.08000000000001,62.6,3.13
8,1,4.0,4.12,4.7,2.94,15.8,27.23999999999999,58.8,2.94
7,0,13.0,4.87,5.57,3.48,16.5,26.17999999999999,69.6,3.48
11,1,8.0,3.89,4.45,2.78,9.5,26.98,55.6,2.78
7,1,9.0,3.7,4.22,2.64,3.0,30.24,52.8,2.64
2,1,6.0,5.08,5.81,3.63,18.0,34.08,72.6,3.63
2,1,11.0,4.33,4.94,3.09,17.0,21.44,61.8,3.09
3,0,10.0,4.9,5.6,3.5,21.0,25.0,70.0,3.5
5,0,14.0,5.17,5.9,3.69,14.0,31.03999999999999,73.8,3.69
11,1,15.0,5.0,5.71,3.57,15.02,27.10000000000001,71.4,3.57
11,1,8.0,5.12,5.86,3.66,19.5,31.06,73.2,3.66
7,0,9.0,4.96,5.66,3.54,9.5,38.14,70.8,3.54
6,0,11.0,5.05,5.78,3.61,15.5,31.26000000000001,72.2,3.61
7,1,8.0,3.65,4.18,2.61,10.5,23.26,52.2,2.61
